voltage,current,temperature,oil_level,vibration,power_factor,frequency,harmonics,load_factor,fault_type
393.29382025873025,266.6744892330835,68.23844269050346,84.56908956922408,1.882923312638332,0.9453172608610163,50.15792128155074,2.3837173645764542,0.7996714153011232,2
433.0,266.6744892330835,62.34091294890886,79.64757349468594,2.1110394507823713,0.9346404699611384,50.01424646023867,1.9826739078862003,0.7522221826611982,0
433.0,266.6744892330835,63.53300426820669,79.91048429192075,2.047562892158568,0.963293086854997,49.9859781502643,1.9834032999667275,0.7917011109663175,0
433.0,266.6744892330835,70.65114096948518,81.11935674418825,1.8067635247177223,0.9268245951614983,50.056611282678105,1.6477732748117049,0.8279192634515005,0
433.0,266.6744892330835,54.10832876588145,76.8683107752955,2.086346853262756,0.9564839753510546,50.074585954182545,1.0817083803412237,0.7822999797278297,0
433.0,226.00933535333965,67.3040815007432,80.25777041489245,1.2450213588916956,0.9644300492471729,49.91565800766407,1.743337297301417,0.7763486040230209,9
433.0,266.6744892330835,69.47166165054381,82.26499339173421,1.8964170549477128,0.9375304521003007,49.84918467104525,16.026095031963287,0.8082122794713038,7
433.0,266.6744892330835,67.28942538500007,74.94713786490236,2.163422611985007,0.9483776209168262,50.04677947532632,2.368061175334629,0.8450005395507179,0
433.0,266.6744892330835,58.09641487863874,79.15758112541974,1.9700913681691654,0.9692234753283671,50.17942808430086,2.290344770865013,0.6885124240582688,0
433.0,266.6744892330835,73.11460249670687,82.47119923092542,2.1465296228227864,0.9679326076742188,49.93896779826527,1.8419170515951138,0.8372705097990516,0
433.0,266.6744892330835,63.27959729344341,82.25235765676827,1.8361874083609986,0.9327680389150333,49.97418152014637,2.230477807710147,0.7085235365594533,0
433.0,266.6744892330835,58.450246563937625,88.83099024944386,1.4518671023593224,0.9682976864385202,49.93339393797696,1.7431062542458768,0.6629695045438925,0
433.0,266.6744892330835,64.92258329994111,79.91787066324453,2.4089367561082824,0.9289079106106632,49.92416728794817,2.2287078243595713,0.5408400330312735,0
433.0,266.6744892330835,71.1850803646823,75.72056334582334,2.169011329437571,0.9894914239390696,50.19650347639254,1.0300443906983783,0.7058233976773987,0
433.0,266.6744892330835,68.63916557082933,78.14279191893512,2.17807991519469,0.9495623825132247,50.12180504377565,1.805270987848259,0.7285675516743807,0
433.0,266.6744892330835,68.94836402375336,81.29446838978913,1.4516238507114052,0.9363539687215945,50.08875116144163,2.3027415654238377,0.7528099463348201,0
433.0,266.6744892330835,67.40989569501447,82.77936907586097,1.581209304118443,0.9635437213116419,50.18723191173207,2.198186970032221,0.7928012840989427,0
433.0,266.6744892330835,70.00242803881052,80.45726258677777,1.6993013772141368,0.9330677128627041,50.08161527228814,2.2358536457634894,0.5789470421474968,0
433.0,266.6744892330835,68.2652415552488,83.30806239638814,1.0750985314178843,0.9733726248690107,49.90146182028743,1.453029795465763,0.8420666715713071,0
433.0,266.6744892330835,58.349629672426076,79.92413712328661,2.6715841061483894,0.9353090470010494,49.90401053678861,2.552464109225075,0.765065904348328,0
433.0,266.6744892330835,67.69804600791832,75.50511308788421,1.9942782762651357,0.9582670817524729,49.985910144553266,2.4360809296767267,0.977334515801748,0
433.0,266.6744892330835,63.134404051748184,81.51079119243445,3.3919690232449184,0.9493762640366631,49.998841668021804,2.0952993525572614,0.8864433447320319,0
433.0,266.6744892330835,64.36197602859313,81.02477241784615,3.059443106114996,0.9809307351094302,49.905048095482115,1.7015513342186237,0.7827223386365865,0
433.0,266.6744892330835,70.48164894770545,78.99376692778748,2.3175562754509897,0.9283959825991902,49.86943024459589,1.6246190784661636,0.5181931751812171,0
433.0,266.6744892330835,67.093197345863,77.81546225191,1.09905601549672,0.9593543415499622,49.844856605590934,1.7447533902112022,0.838283766050939,0
433.0,266.6744892330835,64.1734519272322,77.93847447400248,2.0341756255519146,0.9418118233885688,50.18895476561266,1.6620976328893016,0.6316734378545581,0
433.0,266.6744892330835,66.77209792559832,74.35906223464232,2.4831960009862084,0.9397811106542607,50.12103986331366,1.9243820172538855,0.7649833716339597,0
433.0,215.95965633467648,64.46402762419437,78.54134814274063,2.796490897129732,0.9413211680197989,49.926730779869615,1.7108615430179313,0.9163769789448251,9
433.0,266.6744892330835,71.06321245834535,81.7336914052965,3.067320624003704,0.9545369764396157,50.16554616253789,1.7685372889681759,0.5951171320175908,3
433.0,266.6744892330835,64.90278929550226,77.20222503031675,1.3525287627600702,0.9478976299050716,49.800503842844236,1.34990357920328,0.726260803879333,0
433.0,266.6744892330835,72.20636644533057,75.69241354646168,2.58158187607748,0.9502046612203917,49.90184913489521,19.331019165502006,0.7059955513303016,7
433.0,266.6744892330835,68.03919270167403,83.09753837848365,1.4827988217571577,0.9540856588400265,50.04812177284281,2.233528586364444,0.7844068131402022,0
433.0,266.6744892330835,61.65512586341657,77.39574732378654,1.7274811923264544,0.9246523539697532,50.01102995786334,1.784987307075042,0.8001426757026081,0
433.0,266.6744892330835,59.37524131083571,83.8457611409426,1.9857892712004666,0.9156715110811205,49.89570386063971,2.663235834159524,0.6344484089910515,0
433.0,266.6744892330835,65.25371979427634,81.48379967564514,2.8391527549114475,0.9125106225028097,50.16108203093925,2.263980213513237,0.7409921366819792,0
433.0,266.6744892330835,65.90246252749773,83.21312457235253,2.3822391176628557,0.927776723745118,49.913738487843446,2.395296994712073,0.7992141033936662,0
433.0,266.6744892330835,57.27500525701501,77.47179471053923,2.196020944866298,0.9475094950481263,49.979979510426894,3.0123604990005033,0.717402685901851,0
433.0,266.6744892330835,63.28705565884677,80.74794362486587,2.1622591581872777,0.9835058649933643,50.088898429427715,2.2480321166129373,0.8623541781691515,0
